festival_performer_id,performer_id,festival_id,festival_period
208816,641,82,"[2025-11-26, 2025-12-02)"
208837,130,83,"[2025-11-28, 2025-12-03)"
208846,215,83,"[2025-11-28, 2025-12-03)"
208852,856,83,"[2025-11-28, 2025-12-03)"
208865,766,83,"[2025-11-28, 2025-12-03)"
208867,362,83,"[2025-11-28, 2025-12-03)"
208873,599,83,"[2025-11-28, 2025-12-03)"
208887,932,83,"[2025-11-28, 2025-12-03)"
208890,865,83,"[2025-11-28, 2025-12-03)"
208897,200,83,"[2025-11-28, 2025-12-03)"
208900,160,83,"[2025-11-28, 2025-12-03)"
208907,829,83,"[2025-11-28, 2025-12-03)"
208910,540,83,"[2025-11-28, 2025-12-03)"
208911,2,83,"[2025-11-28, 2025-12-03)"
208914,422,83,"[2025-11-28, 2025-12-03)"
208917,87,83,"[2025-11-28, 2025-12-03)"
208928,570,83,"[2025-11-28, 2025-12-03)"
208930,294,83,"[2025-11-28, 2025-12-03)"
208944,207,84,"[2025-11-09, 2025-11-19)"
208972,647,84,"[2025-11-09, 2025-11-19)"
208974,143,84,"[2025-11-09, 2025-11-19)"
208976,912,84,"[2025-11-09, 2025-11-19)"
208988,307,84,"[2025-11-09, 2025-11-19)"
209000,875,84,"[2025-11-09, 2025-11-19)"
209007,987,84,"[2025-11-09, 2025-11-19)"
209016,736,84,"[2025-11-09, 2025-11-19)"
209019,320,84,"[2025-11-09, 2025-11-19)"
209033,937,85,"[2025-11-17, 2025-11-20)"
209035,753,85,"[2025-11-17, 2025-11-20)"
209037,484,85,"[2025-11-17, 2025-11-20)"
209040,627,85,"[2025-11-17, 2025-11-20)"
209041,597,85,"[2025-11-17, 2025-11-20)"
209043,743,85,"[2025-11-17, 2025-11-20)"
209047,220,85,"[2025-11-17, 2025-11-20)"
209048,151,85,"[2025-11-17, 2025-11-20)"
209052,958,85,"[2025-11-17, 2025-11-20)"
209058,650,85,"[2025-11-17, 2025-11-20)"
209073,952,85,"[2025-11-17, 2025-11-20)"
209080,325,85,"[2025-11-17, 2025-11-20)"
209084,490,85,"[2025-11-17, 2025-11-20)"
209087,124,85,"[2025-11-17, 2025-11-20)"
209095,171,85,"[2025-11-17, 2025-11-20)"
209101,601,85,"[2025-11-17, 2025-11-20)"
209102,239,85,"[2025-11-17, 2025-11-20)"
209104,569,85,"[2025-11-17, 2025-11-20)"
209106,803,85,"[2025-11-17, 2025-11-20)"
209114,118,85,"[2025-11-17, 2025-11-20)"
209121,756,85,"[2025-11-17, 2025-11-20)"
209122,238,85,"[2025-11-17, 2025-11-20)"
209128,454,85,"[2025-11-17, 2025-11-20)"
209130,278,85,"[2025-11-17, 2025-11-20)"
209138,681,86,"[2025-11-07, 2025-11-18)"
209160,380,86,"[2025-11-07, 2025-11-18)"
209168,914,86,"[2025-11-07, 2025-11-18)"
209203,964,86,"[2025-11-07, 2025-11-18)"
209214,412,86,"[2025-11-07, 2025-11-18)"
209215,265,86,"[2025-11-07, 2025-11-18)"
209221,692,86,"[2025-11-07, 2025-11-18)"
209257,168,87,"[2025-11-18, 2025-11-28)"
209273,614,87,"[2025-11-18, 2025-11-28)"
209280,730,87,"[2025-11-18, 2025-11-28)"
209290,890,87,"[2025-11-18, 2025-11-28)"
209294,253,87,"[2025-11-18, 2025-11-28)"
209296,693,87,"[2025-11-18, 2025-11-28)"
209304,460,87,"[2025-11-18, 2025-11-28)"
209334,930,88,"[2025-11-11, 2025-11-21)"
209342,506,88,"[2025-11-11, 2025-11-21)"
209348,684,88,"[2025-11-11, 2025-11-21)"
209377,596,88,"[2025-11-11, 2025-11-21)"
209395,90,88,"[2025-11-11, 2025-11-21)"
209405,194,88,"[2025-11-11, 2025-11-21)"
209416,100,88,"[2025-11-11, 2025-11-21)"
209434,402,89,"[2025-12-25, 2025-12-31)"
209438,597,89,"[2025-12-25, 2025-12-31)"
209439,651,89,"[2025-12-25, 2025-12-31)"
209444,532,89,"[2025-12-25, 2025-12-31)"
209445,485,89,"[2025-12-25, 2025-12-31)"
209448,685,89,"[2025-12-25, 2025-12-31)"
209452,501,89,"[2025-12-25, 2025-12-31)"
209454,469,89,"[2025-12-25, 2025-12-31)"
209455,237,89,"[2025-12-25, 2025-12-31)"
209457,932,89,"[2025-12-25, 2025-12-31)"
209466,913,89,"[2025-12-25, 2025-12-31)"
209470,975,89,"[2025-12-25, 2025-12-31)"
209472,472,89,"[2025-12-25, 2025-12-31)"
209473,973,89,"[2025-12-25, 2025-12-31)"
209481,929,89,"[2025-12-25, 2025-12-31)"
209482,54,89,"[2025-12-25, 2025-12-31)"
209487,11,89,"[2025-12-25, 2025-12-31)"
209490,964,89,"[2025-12-25, 2025-12-31)"
209499,429,89,"[2025-12-25, 2025-12-31)"
209500,247,89,"[2025-12-25, 2025-12-31)"
209518,596,89,"[2025-12-25, 2025-12-31)"
209521,988,89,"[2025-12-25, 2025-12-31)"
209529,224,89,"[2025-12-25, 2025-12-31)"
209533,407,90,"[2025-11-25, 2025-11-28)"
209535,724,90,"[2025-11-25, 2025-11-28)"
209539,197,90,"[2025-11-25, 2025-11-28)"
209540,733,90,"[2025-11-25, 2025-11-28)"
209549,508,90,"[2025-11-25, 2025-11-28)"
209555,567,90,"[2025-11-25, 2025-11-28)"
209561,317,90,"[2025-11-25, 2025-11-28)"
209564,396,90,"[2025-11-25, 2025-11-28)"
209566,130,90,"[2025-11-25, 2025-11-28)"
209567,430,90,"[2025-11-25, 2025-11-28)"
209571,933,90,"[2025-11-25, 2025-11-28)"
209572,741,90,"[2025-11-25, 2025-11-28)"
209574,341,90,"[2025-11-25, 2025-11-28)"
209575,441,90,"[2025-11-25, 2025-11-28)"
209576,120,90,"[2025-11-25, 2025-11-28)"
209580,689,90,"[2025-11-25, 2025-11-28)"
209582,199,90,"[2025-11-25, 2025-11-28)"
209587,516,90,"[2025-11-25, 2025-11-28)"
209589,570,90,"[2025-11-25, 2025-11-28)"
209591,392,90,"[2025-11-25, 2025-11-28)"
209594,117,90,"[2025-11-25, 2025-11-28)"
209604,663,90,"[2025-11-25, 2025-11-28)"
209605,921,90,"[2025-11-25, 2025-11-28)"
209607,994,90,"[2025-11-25, 2025-11-28)"
209608,32,90,"[2025-11-25, 2025-11-28)"
209614,118,90,"[2025-11-25, 2025-11-28)"
209617,90,90,"[2025-11-25, 2025-11-28)"
209620,244,90,"[2025-11-25, 2025-11-28)"
209622,806,90,"[2025-11-25, 2025-11-28)"
209624,22,90,"[2025-11-25, 2025-11-28)"
209630,42,90,"[2025-11-25, 2025-11-28)"
209633,232,91,"[2025-11-01, 2025-11-05)"
209634,427,91,"[2025-11-01, 2025-11-05)"
209635,264,91,"[2025-11-01, 2025-11-05)"
209636,637,91,"[2025-11-01, 2025-11-05)"
209637,333,91,"[2025-11-01, 2025-11-05)"
209639,692,91,"[2025-11-01, 2025-11-05)"
209640,281,91,"[2025-11-01, 2025-11-05)"
209641,801,91,"[2025-11-01, 2025-11-05)"
209642,26,91,"[2025-11-01, 2025-11-05)"
209643,201,91,"[2025-11-01, 2025-11-05)"
209646,914,91,"[2025-11-01, 2025-11-05)"
209647,199,91,"[2025-11-01, 2025-11-05)"
209650,535,91,"[2025-11-01, 2025-11-05)"
209651,937,91,"[2025-11-01, 2025-11-05)"
209652,337,91,"[2025-11-01, 2025-11-05)"
209653,739,91,"[2025-11-01, 2025-11-05)"
209655,885,91,"[2025-11-01, 2025-11-05)"
209656,792,91,"[2025-11-01, 2025-11-05)"
209659,705,91,"[2025-11-01, 2025-11-05)"
209660,884,91,"[2025-11-01, 2025-11-05)"
209662,693,91,"[2025-11-01, 2025-11-05)"
209663,124,91,"[2025-11-01, 2025-11-05)"
209666,45,91,"[2025-11-01, 2025-11-05)"
209669,4,91,"[2025-11-01, 2025-11-05)"
209670,189,91,"[2025-11-01, 2025-11-05)"
209671,977,91,"[2025-11-01, 2025-11-05)"
209672,593,91,"[2025-11-01, 2025-11-05)"
209675,97,91,"[2025-11-01, 2025-11-05)"
209676,65,91,"[2025-11-01, 2025-11-05)"
209677,9,91,"[2025-11-01, 2025-11-05)"
209681,676,91,"[2025-11-01, 2025-11-05)"
209683,203,91,"[2025-11-01, 2025-11-05)"
209684,42,91,"[2025-11-01, 2025-11-05)"
209686,719,91,"[2025-11-01, 2025-11-05)"
209689,265,91,"[2025-11-01, 2025-11-05)"
209690,865,91,"[2025-11-01, 2025-11-05)"
209691,894,91,"[2025-11-01, 2025-11-05)"
209692,747,91,"[2025-11-01, 2025-11-05)"
209693,547,91,"[2025-11-01, 2025-11-05)"
209694,194,91,"[2025-11-01, 2025-11-05)"
209695,376,91,"[2025-11-01, 2025-11-05)"
209696,701,91,"[2025-11-01, 2025-11-05)"
209699,716,91,"[2025-11-01, 2025-11-05)"
209700,931,91,"[2025-11-01, 2025-11-05)"
209701,300,91,"[2025-11-01, 2025-11-05)"
209702,617,91,"[2025-11-01, 2025-11-05)"
209704,919,91,"[2025-11-01, 2025-11-05)"
209706,769,91,"[2025-11-01, 2025-11-05)"
209707,445,91,"[2025-11-01, 2025-11-05)"
209713,31,91,"[2025-11-01, 2025-11-05)"
209716,99,91,"[2025-11-01, 2025-11-05)"
209717,936,91,"[2025-11-01, 2025-11-05)"
209719,456,91,"[2025-11-01, 2025-11-05)"
209720,326,91,"[2025-11-01, 2025-11-05)"
209722,888,91,"[2025-11-01, 2025-11-05)"
209723,198,91,"[2025-11-01, 2025-11-05)"
209724,946,91,"[2025-11-01, 2025-11-05)"
209725,702,91,"[2025-11-01, 2025-11-05)"
209728,104,91,"[2025-11-01, 2025-11-05)"
209729,39,91,"[2025-11-01, 2025-11-05)"
209730,872,91,"[2025-11-01, 2025-11-05)"
209741,130,92,"[2025-12-04, 2025-12-12)"
209758,623,92,"[2025-12-04, 2025-12-12)"
209759,581,92,"[2025-12-04, 2025-12-12)"
209768,45,92,"[2025-12-04, 2025-12-12)"
209770,222,92,"[2025-12-04, 2025-12-12)"
209778,562,92,"[2025-12-04, 2025-12-12)"
209791,381,92,"[2025-12-04, 2025-12-12)"
209820,676,92,"[2025-12-04, 2025-12-12)"
209821,260,92,"[2025-12-04, 2025-12-12)"
209841,650,93,"[2025-11-28, 2025-12-05)"
209844,128,93,"[2025-11-28, 2025-12-05)"
209858,675,93,"[2025-11-28, 2025-12-05)"
209861,281,93,"[2025-11-28, 2025-12-05)"
209867,388,93,"[2025-11-28, 2025-12-05)"
209875,567,93,"[2025-11-28, 2025-12-05)"
209882,99,93,"[2025-11-28, 2025-12-05)"
209885,253,93,"[2025-11-28, 2025-12-05)"
209891,73,93,"[2025-11-28, 2025-12-05)"
209911,430,93,"[2025-11-28, 2025-12-05)"
209921,356,93,"[2025-11-28, 2025-12-05)"
209924,683,93,"[2025-11-28, 2025-12-05)"
209928,57,93,"[2025-11-28, 2025-12-05)"
209931,320,94,"[2025-12-29, 2026-01-05)"
209932,209,94,"[2025-12-29, 2026-01-05)"
209933,705,94,"[2025-12-29, 2026-01-05)"
209936,146,94,"[2025-12-29, 2026-01-05)"
209940,90,94,"[2025-12-29, 2026-01-05)"
209945,412,94,"[2025-12-29, 2026-01-05)"
209948,83,94,"[2025-12-29, 2026-01-05)"
209955,555,94,"[2025-12-29, 2026-01-05)"
209956,437,94,"[2025-12-29, 2026-01-05)"
209957,100,94,"[2025-12-29, 2026-01-05)"
209959,633,94,"[2025-12-29, 2026-01-05)"
209962,590,94,"[2025-12-29, 2026-01-05)"
209967,215,94,"[2025-12-29, 2026-01-05)"
209969,38,94,"[2025-12-29, 2026-01-05)"
209979,406,94,"[2025-12-29, 2026-01-05)"
209983,850,94,"[2025-12-29, 2026-01-05)"
209985,226,94,"[2025-12-29, 2026-01-05)"
209986,14,94,"[2025-12-29, 2026-01-05)"
209987,23,94,"[2025-12-29, 2026-01-05)"
209994,416,94,"[2025-12-29, 2026-01-05)"
209999,417,94,"[2025-12-29, 2026-01-05)"
210003,36,94,"[2025-12-29, 2026-01-05)"
210006,726,94,"[2025-12-29, 2026-01-05)"
210008,747,94,"[2025-12-29, 2026-01-05)"
210009,802,94,"[2025-12-29, 2026-01-05)"
210014,480,94,"[2025-12-29, 2026-01-05)"
210016,874,94,"[2025-12-29, 2026-01-05)"
210018,985,94,"[2025-12-29, 2026-01-05)"
210020,24,94,"[2025-12-29, 2026-01-05)"
210022,646,94,"[2025-12-29, 2026-01-05)"
210023,108,94,"[2025-12-29, 2026-01-05)"
210026,828,94,"[2025-12-29, 2026-01-05)"
210028,614,94,"[2025-12-29, 2026-01-05)"
210047,470,95,"[2025-12-01, 2025-12-09)"
210054,590,95,"[2025-12-01, 2025-12-09)"
210064,825,95,"[2025-12-01, 2025-12-09)"
210073,533,95,"[2025-12-01, 2025-12-09)"
210076,851,95,"[2025-12-01, 2025-12-09)"
210086,15,95,"[2025-12-01, 2025-12-09)"
210103,307,95,"[2025-12-01, 2025-12-09)"
210134,646,96,"[2025-12-17, 2025-12-22)"
210136,596,96,"[2025-12-17, 2025-12-22)"
210145,971,96,"[2025-12-17, 2025-12-22)"
210155,231,96,"[2025-12-17, 2025-12-22)"
210165,11,96,"[2025-12-17, 2025-12-22)"
210174,803,96,"[2025-12-17, 2025-12-22)"
210177,929,96,"[2025-12-17, 2025-12-22)"
210179,835,96,"[2025-12-17, 2025-12-22)"
210187,773,96,"[2025-12-17, 2025-12-22)"
210189,454,96,"[2025-12-17, 2025-12-22)"
210193,614,96,"[2025-12-17, 2025-12-22)"
210220,536,96,"[2025-12-17, 2025-12-22)"
210223,442,96,"[2025-12-17, 2025-12-22)"
210231,938,97,"[2025-11-20, 2025-11-28)"
210285,215,97,"[2025-11-20, 2025-11-28)"
210309,5,97,"[2025-11-20, 2025-11-28)"
210321,420,97,"[2025-11-20, 2025-11-28)"
210325,627,97,"[2025-11-20, 2025-11-28)"
210370,868,98,"[2025-11-06, 2025-11-17)"
210380,156,98,"[2025-11-06, 2025-11-17)"
210406,728,98,"[2025-11-06, 2025-11-17)"
210411,268,98,"[2025-11-06, 2025-11-17)"
210427,893,98,"[2025-11-06, 2025-11-17)"
210434,347,99,"[2025-12-16, 2025-12-20)"
210437,505,99,"[2025-12-16, 2025-12-20)"
210439,799,99,"[2025-12-16, 2025-12-20)"
210443,198,99,"[2025-12-16, 2025-12-20)"
210445,655,99,"[2025-12-16, 2025-12-20)"
210451,729,99,"[2025-12-16, 2025-12-20)"
210474,272,99,"[2025-12-16, 2025-12-20)"
210484,375,99,"[2025-12-16, 2025-12-20)"
210498,223,99,"[2025-12-16, 2025-12-20)"
210499,175,99,"[2025-12-16, 2025-12-20)"
210501,101,99,"[2025-12-16, 2025-12-20)"
210517,382,99,"[2025-12-16, 2025-12-20)"
210523,658,99,"[2025-12-16, 2025-12-20)"
210524,4,99,"[2025-12-16, 2025-12-20)"
210525,716,99,"[2025-12-16, 2025-12-20)"
210526,742,99,"[2025-12-16, 2025-12-20)"
210534,589,100,"[2025-12-14, 2025-12-18)"
210536,385,100,"[2025-12-14, 2025-12-18)"
210538,402,100,"[2025-12-14, 2025-12-18)"
210540,414,100,"[2025-12-14, 2025-12-18)"
210541,450,100,"[2025-12-14, 2025-12-18)"
210549,739,100,"[2025-12-14, 2025-12-18)"
210551,565,100,"[2025-12-14, 2025-12-18)"
210553,141,100,"[2025-12-14, 2025-12-18)"
210557,667,100,"[2025-12-14, 2025-12-18)"
210560,72,100,"[2025-12-14, 2025-12-18)"
210572,974,100,"[2025-12-14, 2025-12-18)"
210576,293,100,"[2025-12-14, 2025-12-18)"
210581,653,100,"[2025-12-14, 2025-12-18)"
210586,228,100,"[2025-12-14, 2025-12-18)"
210588,966,100,"[2025-12-14, 2025-12-18)"
210600,712,100,"[2025-12-14, 2025-12-18)"
210602,597,100,"[2025-12-14, 2025-12-18)"
210607,295,100,"[2025-12-14, 2025-12-18)"
210609,602,100,"[2025-12-14, 2025-12-18)"
210611,811,100,"[2025-12-14, 2025-12-18)"
210612,569,100,"[2025-12-14, 2025-12-18)"
210619,238,100,"[2025-12-14, 2025-12-18)"
210622,425,100,"[2025-12-14, 2025-12-18)"
210627,531,100,"[2025-12-14, 2025-12-18)"
210631,467,101,"[2025-12-26, 2025-12-29)"
210633,351,101,"[2025-12-26, 2025-12-29)"
210635,553,101,"[2025-12-26, 2025-12-29)"
210637,377,101,"[2025-12-26, 2025-12-29)"
210638,480,101,"[2025-12-26, 2025-12-29)"
210639,416,101,"[2025-12-26, 2025-12-29)"
210647,599,101,"[2025-12-26, 2025-12-29)"
210649,649,101,"[2025-12-26, 2025-12-29)"
210659,33,101,"[2025-12-26, 2025-12-29)"
210666,662,101,"[2025-12-26, 2025-12-29)"
210669,914,101,"[2025-12-26, 2025-12-29)"
210670,347,101,"[2025-12-26, 2025-12-29)"
210673,152,101,"[2025-12-26, 2025-12-29)"
210676,912,101,"[2025-12-26, 2025-12-29)"
210677,143,101,"[2025-12-26, 2025-12-29)"
210678,61,101,"[2025-12-26, 2025-12-29)"
210693,163,101,"[2025-12-26, 2025-12-29)"
210694,502,101,"[2025-12-26, 2025-12-29)"
210695,663,101,"[2025-12-26, 2025-12-29)"
210696,915,101,"[2025-12-26, 2025-12-29)"
210697,833,101,"[2025-12-26, 2025-12-29)"
210699,928,101,"[2025-12-26, 2025-12-29)"
210703,750,101,"[2025-12-26, 2025-12-29)"
210704,309,101,"[2025-12-26, 2025-12-29)"
210705,15,101,"[2025-12-26, 2025-12-29)"
210710,504,101,"[2025-12-26, 2025-12-29)"
210711,154,101,"[2025-12-26, 2025-12-29)"
210712,358,101,"[2025-12-26, 2025-12-29)"
210713,878,101,"[2025-12-26, 2025-12-29)"
210714,374,101,"[2025-12-26, 2025-12-29)"
210716,461,101,"[2025-12-26, 2025-12-29)"
210717,414,101,"[2025-12-26, 2025-12-29)"
210719,20,101,"[2025-12-26, 2025-12-29)"
210725,406,101,"[2025-12-26, 2025-12-29)"
210726,341,101,"[2025-12-26, 2025-12-29)"
210733,358,102,"[2025-11-08, 2025-11-11)"
210737,598,102,"[2025-11-08, 2025-11-11)"
210755,45,102,"[2025-11-08, 2025-11-11)"
210757,168,102,"[2025-11-08, 2025-11-11)"
210760,641,102,"[2025-11-08, 2025-11-11)"
210761,280,102,"[2025-11-08, 2025-11-11)"
210767,296,102,"[2025-11-08, 2025-11-11)"
210769,266,102,"[2025-11-08, 2025-11-11)"
210770,485,102,"[2025-11-08, 2025-11-11)"
210773,550,102,"[2025-11-08, 2025-11-11)"
210775,561,102,"[2025-11-08, 2025-11-11)"
210777,152,102,"[2025-11-08, 2025-11-11)"
210778,54,102,"[2025-11-08, 2025-11-11)"
210779,261,102,"[2025-11-08, 2025-11-11)"
210780,483,102,"[2025-11-08, 2025-11-11)"
210782,929,102,"[2025-11-08, 2025-11-11)"
210786,531,102,"[2025-11-08, 2025-11-11)"
210788,523,102,"[2025-11-08, 2025-11-11)"
210795,21,102,"[2025-11-08, 2025-11-11)"
210797,353,102,"[2025-11-08, 2025-11-11)"
210799,339,102,"[2025-11-08, 2025-11-11)"
210801,433,102,"[2025-11-08, 2025-11-11)"
210803,18,102,"[2025-11-08, 2025-11-11)"
210805,663,102,"[2025-11-08, 2025-11-11)"
210811,315,102,"[2025-11-08, 2025-11-11)"
210812,100,102,"[2025-11-08, 2025-11-11)"
210813,738,102,"[2025-11-08, 2025-11-11)"
210817,313,102,"[2025-11-08, 2025-11-11)"
210819,20,102,"[2025-11-08, 2025-11-11)"
210820,177,102,"[2025-11-08, 2025-11-11)"
210824,834,102,"[2025-11-08, 2025-11-11)"
210825,510,102,"[2025-11-08, 2025-11-11)"
210856,146,103,"[2025-11-20, 2025-11-28)"
210857,731,103,"[2025-11-20, 2025-11-28)"
210871,184,103,"[2025-11-20, 2025-11-28)"
210873,753,103,"[2025-11-20, 2025-11-28)"
210874,15,103,"[2025-11-20, 2025-11-28)"
210926,306,103,"[2025-11-20, 2025-11-28)"
210938,686,104,"[2025-12-07, 2025-12-10)"
210941,236,104,"[2025-12-07, 2025-12-10)"
210942,165,104,"[2025-12-07, 2025-12-10)"
210945,728,104,"[2025-12-07, 2025-12-10)"
210952,619,104,"[2025-12-07, 2025-12-10)"
210962,323,104,"[2025-12-07, 2025-12-10)"
210967,757,104,"[2025-12-07, 2025-12-10)"
210971,338,104,"[2025-12-07, 2025-12-10)"
210977,203,104,"[2025-12-07, 2025-12-10)"
210979,72,104,"[2025-12-07, 2025-12-10)"
210980,193,104,"[2025-12-07, 2025-12-10)"
210988,397,104,"[2025-12-07, 2025-12-10)"
210989,723,104,"[2025-12-07, 2025-12-10)"
210990,675,104,"[2025-12-07, 2025-12-10)"
210995,654,104,"[2025-12-07, 2025-12-10)"
210996,749,104,"[2025-12-07, 2025-12-10)"
210997,605,104,"[2025-12-07, 2025-12-10)"
211003,2,104,"[2025-12-07, 2025-12-10)"
211016,643,104,"[2025-12-07, 2025-12-10)"
211018,690,104,"[2025-12-07, 2025-12-10)"
211025,430,104,"[2025-12-07, 2025-12-10)"
211028,537,104,"[2025-12-07, 2025-12-10)"
211031,400,105,"[2025-12-10, 2025-12-12)"
211032,13,105,"[2025-12-10, 2025-12-12)"
211037,585,105,"[2025-12-10, 2025-12-12)"
211038,396,105,"[2025-12-10, 2025-12-12)"
211044,795,105,"[2025-12-10, 2025-12-12)"
211048,189,105,"[2025-12-10, 2025-12-12)"
211049,847,105,"[2025-12-10, 2025-12-12)"
211052,438,105,"[2025-12-10, 2025-12-12)"
211053,420,105,"[2025-12-10, 2025-12-12)"
211058,545,105,"[2025-12-10, 2025-12-12)"
211064,627,105,"[2025-12-10, 2025-12-12)"
211066,817,105,"[2025-12-10, 2025-12-12)"
211067,961,105,"[2025-12-10, 2025-12-12)"
211069,720,105,"[2025-12-10, 2025-12-12)"
211070,814,105,"[2025-12-10, 2025-12-12)"
211071,848,105,"[2025-12-10, 2025-12-12)"
211073,126,105,"[2025-12-10, 2025-12-12)"
211076,65,105,"[2025-12-10, 2025-12-12)"
211077,366,105,"[2025-12-10, 2025-12-12)"
211078,181,105,"[2025-12-10, 2025-12-12)"
211079,495,105,"[2025-12-10, 2025-12-12)"
211081,777,105,"[2025-12-10, 2025-12-12)"
211082,374,105,"[2025-12-10, 2025-12-12)"
211087,609,105,"[2025-12-10, 2025-12-12)"
211088,541,105,"[2025-12-10, 2025-12-12)"
211090,839,105,"[2025-12-10, 2025-12-12)"
211091,663,105,"[2025-12-10, 2025-12-12)"
211092,661,105,"[2025-12-10, 2025-12-12)"
211093,506,105,"[2025-12-10, 2025-12-12)"
211094,340,105,"[2025-12-10, 2025-12-12)"
211098,572,105,"[2025-12-10, 2025-12-12)"
211102,532,105,"[2025-12-10, 2025-12-12)"
211106,921,105,"[2025-12-10, 2025-12-12)"
211107,110,105,"[2025-12-10, 2025-12-12)"
211109,472,105,"[2025-12-10, 2025-12-12)"
211110,475,105,"[2025-12-10, 2025-12-12)"
211112,879,105,"[2025-12-10, 2025-12-12)"
211114,186,105,"[2025-12-10, 2025-12-12)"
211117,779,105,"[2025-12-10, 2025-12-12)"
211119,404,105,"[2025-12-10, 2025-12-12)"
211121,457,105,"[2025-12-10, 2025-12-12)"
211122,533,105,"[2025-12-10, 2025-12-12)"
211130,327,105,"[2025-12-10, 2025-12-12)"
211134,650,106,"[2025-11-06, 2025-11-08)"
211139,172,106,"[2025-11-06, 2025-11-08)"
211142,450,106,"[2025-11-06, 2025-11-08)"
211143,733,106,"[2025-11-06, 2025-11-08)"
211147,602,106,"[2025-11-06, 2025-11-08)"
211151,333,106,"[2025-11-06, 2025-11-08)"
211157,281,106,"[2025-11-06, 2025-11-08)"
211174,632,106,"[2025-11-06, 2025-11-08)"
211184,551,106,"[2025-11-06, 2025-11-08)"
211189,33,106,"[2025-11-06, 2025-11-08)"
211190,998,106,"[2025-11-06, 2025-11-08)"
211191,527,106,"[2025-11-06, 2025-11-08)"
211204,478,106,"[2025-11-06, 2025-11-08)"
211206,58,106,"[2025-11-06, 2025-11-08)"
211207,684,106,"[2025-11-06, 2025-11-08)"
211211,166,106,"[2025-11-06, 2025-11-08)"
211214,237,106,"[2025-11-06, 2025-11-08)"
211218,927,106,"[2025-11-06, 2025-11-08)"
211220,91,106,"[2025-11-06, 2025-11-08)"
211222,935,106,"[2025-11-06, 2025-11-08)"
211223,242,106,"[2025-11-06, 2025-11-08)"
211224,584,106,"[2025-11-06, 2025-11-08)"
211227,854,106,"[2025-11-06, 2025-11-08)"
211248,539,107,"[2025-11-19, 2025-11-30)"
211280,324,107,"[2025-11-19, 2025-11-30)"
211297,123,107,"[2025-11-19, 2025-11-30)"
211342,560,108,"[2025-12-22, 2025-12-25)"
211354,101,108,"[2025-12-22, 2025-12-25)"
211356,795,108,"[2025-12-22, 2025-12-25)"
211362,628,108,"[2025-12-22, 2025-12-25)"
211368,266,108,"[2025-12-22, 2025-12-25)"
211381,910,108,"[2025-12-22, 2025-12-25)"
211390,687,108,"[2025-12-22, 2025-12-25)"
211393,913,108,"[2025-12-22, 2025-12-25)"
211394,920,108,"[2025-12-22, 2025-12-25)"
211395,282,108,"[2025-12-22, 2025-12-25)"
211403,582,108,"[2025-12-22, 2025-12-25)"
211405,660,108,"[2025-12-22, 2025-12-25)"
211411,382,108,"[2025-12-22, 2025-12-25)"
211421,415,108,"[2025-12-22, 2025-12-25)"
211423,530,108,"[2025-12-22, 2025-12-25)"
211424,562,108,"[2025-12-22, 2025-12-25)"
211429,500,108,"[2025-12-22, 2025-12-25)"
211430,712,108,"[2025-12-22, 2025-12-25)"
211438,767,109,"[2025-11-04, 2025-11-09)"
211440,378,109,"[2025-11-04, 2025-11-09)"
211442,867,109,"[2025-11-04, 2025-11-09)"
211447,809,109,"[2025-11-04, 2025-11-09)"
211452,106,109,"[2025-11-04, 2025-11-09)"
211459,670,109,"[2025-11-04, 2025-11-09)"
211460,606,109,"[2025-11-04, 2025-11-09)"
211463,85,109,"[2025-11-04, 2025-11-09)"
211466,672,109,"[2025-11-04, 2025-11-09)"
211470,788,109,"[2025-11-04, 2025-11-09)"
211472,277,109,"[2025-11-04, 2025-11-09)"
211486,912,109,"[2025-11-04, 2025-11-09)"
211491,823,109,"[2025-11-04, 2025-11-09)"
211493,441,109,"[2025-11-04, 2025-11-09)"
211501,105,109,"[2025-11-04, 2025-11-09)"
211509,590,109,"[2025-11-04, 2025-11-09)"
211511,364,109,"[2025-11-04, 2025-11-09)"
211513,863,109,"[2025-11-04, 2025-11-09)"
211515,3,109,"[2025-11-04, 2025-11-09)"
211518,830,109,"[2025-11-04, 2025-11-09)"
211527,562,109,"[2025-11-04, 2025-11-09)"
211538,965,110,"[2025-12-01, 2025-12-04)"
211544,764,110,"[2025-12-01, 2025-12-04)"
211547,20,110,"[2025-12-01, 2025-12-04)"
211553,29,110,"[2025-12-01, 2025-12-04)"
211562,936,110,"[2025-12-01, 2025-12-04)"
211564,269,110,"[2025-12-01, 2025-12-04)"
211565,899,110,"[2025-12-01, 2025-12-04)"
211566,219,110,"[2025-12-01, 2025-12-04)"
211572,176,110,"[2025-12-01, 2025-12-04)"
211577,869,110,"[2025-12-01, 2025-12-04)"
211583,245,110,"[2025-12-01, 2025-12-04)"
211588,543,110,"[2025-12-01, 2025-12-04)"
211593,380,110,"[2025-12-01, 2025-12-04)"
211602,328,110,"[2025-12-01, 2025-12-04)"
211605,636,110,"[2025-12-01, 2025-12-04)"
211613,846,110,"[2025-12-01, 2025-12-04)"
211617,500,110,"[2025-12-01, 2025-12-04)"
211626,379,110,"[2025-12-01, 2025-12-04)"
211628,203,110,"[2025-12-01, 2025-12-04)"
211632,430,111,"[2025-11-16, 2025-11-21)"
211636,608,111,"[2025-11-16, 2025-11-21)"
211638,850,111,"[2025-11-16, 2025-11-21)"
